TEAM,CONF,G,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,predicted_seed_score,rank,predicted_seed_with_update,predicted_postseason_label,predicted_postseason_description
Houston,B12,7,119.21,90.42,0.95982,51.6142,44.427,13.39,22.622,36.337,29.4161,29.6266,36.6235,45.6308,42.82,42.54,30.8102,63.5358,-0.4687,8.314451784577685,14.0,4.0,2,Final Four
Texas A&M,SEC,9,114.242,94.712,0.896019,47.2267,43.825,18.3209,19.786,43.62,30.4199,43.83,32.8164,49.4219,45.245,29.1296,28.03,66.7265,0.93,8.673059659101254,16.0,4.0,6,Round of 64
Purdue,B10,9,118.515,97.943,0.899617,58.017,48.7117,18.6228,15.9257,29.8181,28.5127,47.015,27.981,55.282,52.2206,41.78,29.359,64.7336,1.514,8.24453002771585,13.0,4.0,6,Round of 64
Mississippi,SEC,8,119.29,100.688,0.875329,53.689,49.515,11.71,23.116,29.8181,28.9145,35.2129,38.8279,52.6148,50.4174,36.865,32.4151,67.9197,1.318,9.208747322779015,18.0,5.0,6,Round of 64
St. John's,BE,8,115.728,94.713,0.909115,53.886,46.358,18.0191,21.743,38.119,29.5167,33.9168,29.61,55.674,43.022,33.7148,34.2224,69.4111,0.0658,9.30321633649589,20.0,5.0,4,Sweet Sixteen
Illinois   (A) 53 Northwestern,B10,7,116.226,94.18,0.91871,55.058,40.42,15.046,15.9257,38.914,23.212,40.064,25.135,57.739,41.18,35.0108,26.011,71.534,0.4945,9.302264564651908,19.0,5.0,6,Round of 64
Michigan,B10,8,114.838,95.821,0.888323,57.126,41.66,21.2332,23.315,36.728,32.8277,33.0192,25.641,58.825,41.07,36.768,28.439,69.2116,1.024,8.98268819264607,17.0,5.0,3,Elite Eight
North Carolina,ACC,8,118.118,99.163,0.882725,53.0105,51.2197,13.17,14.831,26.9259,27.598,39.766,26.859,53.6113,50.5175,34.6122,34.9244,73.65,-0.3278,9.310424887651964,21.0,6.0,6,Round of 64
Wisconsin,B10,9,116.324,99.266,0.861639,52.9107,46.968,13.39,17.2205,28.7215,27.385,39.273,29.496,54.0106,48.9128,34.3127,29.257,68.1173,1.222,9.390404380619502,22.0,6.0,6,Round of 64
Pittsburgh,ACC,9,116.225,98.45,0.871332,54.275,46.968,13.925,17.8165,31.0151,28.6129,33.9168,31.7138,56.953,47.898,33.5155,30.278,68.3167,1.025,9.396351423881796,23.0,6.0,6,Round of 64
Michigan St.,B10,9,114.838,97.034,0.87353,52.1123,48.311,16.196,17.4189,35.255,23.514,40.26,29.294,59.12,48.9128,25.7351,31.6123,68.2172,0.832,9.465276644958847,24.0,6.0,6,Round of 64
Texas,SEC,8,114.837,95.72,0.889921,56.237,43.42,13.516,19.0109,29.8181,27.489,36.7104,28.488,56.656,39.43,36.963,33.7204,67.2232,0.833,9.711261729144406,28.0,7.0,6,Round of 64
Creighton,BE,9,114.045,96.528,0.871931,54.275,43.42,19.0246,12.3354,27.4248,27.075,31.723,18.51,60.21,42.012,32.5198,30.696,69.5102,-0.3781,9.66723563164593,27.0,7.0,3,Elite Eight
Clemson,ACC,9,113.847,96.53,0.868933,53.886,47.072,16.089,21.453,36.043,27.9114,31.723,28.185,51.1181,46.671,38.826,31.7125,65.5308,1.415,9.57810288548614,25.0,7.0,4,Sweet Sixteen
Indiana   (H) 201 Miami OH,B10,8,115.531,99.06,0.85474,55.449,47.173,19.2256,17.6178,31.6139,30.922,35.5124,25.641,55.381,48.2106,37.062,30.384,70.754,0.1655,9.666470338175209,26.0,7.0,5,Round of 32
Baylor,B12,8,120.25,100.484,0.888522,54.866,55.9331,16.2101,22.035,39.512,31.3237,27.2308,34.9211,53.4123,52.9226,37.945,39.8351,65.6306,0.734,9.778507768029748,29.0,8.0,6,Round of 64
Cincinnati,B12,7,115.433,95.719,0.89582,59.29,40.63,13.516,17.4189,36.239,28.9145,21.3357,23.52,58.726,40.45,39.915,27.422,65.7301,0.3449,9.861530419463504,31.0,8.0,3,Elite Eight
Maryland,B10,9,113.946,94.29,0.898518,56.04,42.919,13.72,23.51,33.4101,24.631,34.3155,28.79,60.111,43.123,33.2168,28.439,70.081,0.543,9.957889888744699,32.0,8.0,6,Round of 64
Arizona St.,B12,9,112.46,99.164,0.809959,55.644,46.46,17.7176,15.5279,27.6241,26.973,42.739,26.859,52.8138,47.183,39.519,30.384,68.7145,1.89,9.846822292588215,30.0,8.0,5,Round of 32
Oklahoma,SEC,8,113.65,99.468,0.82205,55.154,47.173,16.2101,22.133,30.5164,31.6245,38.875,27.981,54.41,52.9226,37.358,26.514,67.2231,1.611,9.96773396003077,34.0,9.0,6,Round of 64
Georgia,SEC,9,113.848,96.023,0.875528,56.434,44.427,19.8282,18.0154,42.44,26.462,43.333,25.034,59.818,46.468,34.0135,27.523,67.5216,1.22,9.984165819120369,35.0,9.0,3,Elite Eight
San Diego St.,MWC,7,108.1117,95.016,0.814855,51.5149,42.414,16.4112,15.6271,26.8262,32.126,25.932,35.7224,50.9186,39.11,35.1104,31.5119,66.029,0.928,9.959643729829065,33.0,9.0,6,Round of 64
Texas Tech,B12,8,118.713,97.841,0.902816,59.58,48.1103,15.253,21.647,36.728,26.153,30.0258,32.2147,58.33,45.346,40.99,35.2253,66.6268,0.0757,10.088680065830658,36.0,9.0,6,Round of 64
Iowa,B10,8,115.432,100.079,0.838245,58.313,50.1162,15.464,22.622,25.729,31.2232,27.7298,20.98,60.014,54.7277,37.456,28.233,72.514,0.3848,10.098190023143124,37.0,10.0,6,Round of 64
Nebraska,B10,7,112.066,96.022,0.854341,52.1123,47.788,15.464,22.133,31.7136,26.565,44.526,27.265,55.282,46.163,31.4239,32.7159,69.891,0.542,10.134674778980203,39.0,10.0,4,Sweet Sixteen
UCLA,B10,8,113.352,92.84,0.909214,52.811,41.88,16.196,27.92,37.721,28.2119,34.415,31.2126,54.891,43.123,32.5198,26.716,66.4273,-0.0564,10.116123076152991,38.0,10.0,6,Round of 64
New Mexico,MWC,9,111.967,98.248,0.818452,51.8133,50.6177,16.6121,22.425,33.1106,30.6208,42.54,37.4247,51.0183,47.387,35.689,37.8332,75.11,0.544,10.2295762228998,40.0,10.0,6,Round of 64
Penn St.,B10,9,114.341,98.045,0.853642,58.911,48.9125,16.9132,24.54,33.983,27.6102,42.936,32.8164,59.916,47.898,38.234,33.7204,72.515,0.64,10.349513295579532,42.0,11.0,6,Round of 64
Saint Mary's,WCC,9,114.143,97.237,0.863536,51.4153,45.75,16.9132,17.6178,43.91,27.385,38.677,27.469,53.5116,44.332,31.4239,32.3149,64.3346,0.737,10.338805478175516,41.0,11.0,6,Round of 64
Utah St.,MWC,8,113.352,100.08,0.808061,52.7111,49.515,16.196,21.551,41.85,28.5127,40.357,25.337,54.2103,51.519,33.316,31.2111,69.212,1.512,10.496610094644797,46.0,11.0,4,Sweet Sixteen
UC Irvine,BW,9,106.1162,94.815,0.784768,51.8133,42.211,19.4272,16.5232,29.7187,22.28,34.6143,22.112,51.6166,41.911,34.7118,28.544,69.894,1.416,10.44514818273529,43.0,11.0,6,Round of 64
Arizona,B12,7,115.334,96.732,0.883524,51.4153,48.8121,16.3107,19.497,40.111,26.255,34.0165,33.7189,53.9108,44.94,31.0252,35.6274,72.022,-1.4138,10.487414893139203,45.0,11.0,4,Sweet Sixteen
West Virginia   (H) 102 Georgetown,B12,7,111.769,98.247,0.815354,52.6113,44.53,17.3156,20.374,28.2227,32.5273,31.8227,32.7161,52.1155,44.433,35.496,29.864,67.1234,0.736,10.478190141092103,44.0,11.0,6,Round of 64
Butler,BE,8,112.362,99.467,0.802165,56.632,40.31,21.1329,12.0357,33.3103,29.115,51.06,24.326,52.2153,40.66,41.87,26.514,67.8202,0.738,10.677571606017725,49.0,12.0,6,Round of 64
Arkansas,SEC,8,111.868,96.125,0.850743,56.828,47.379,16.9132,22.23,25.8288,24.12,30.2256,22.914,58.034,48.612,36.574,30.59,70.757,0.2652,10.676478559384252,48.0,12.0,6,Round of 64
Vanderbilt,SEC,9,116.622,103.012,0.806762,54.962,48.6114,13.06,21.841,30.317,30.0187,33.9168,27.878,61.95,46.061,30.5263,35.7279,70.66,0.735,10.586420079554927,47.0,12.0,5,Round of 32
Louisville,ACC,8,112.065,98.553,0.814056,50.4176,48.5113,18.522,23.413,36.826,30.119,36.0113,31.7138,60.57,46.975,27.3339,33.9213,69.5108,-0.2676,10.692322398239344,50.0,12.0,5,Round of 32
LSU,SEC,8,110.188,98.551,0.783669,52.3119,42.01,18.8236,18.2148,36.728,35.5329,38.579,29.8105,55.577,43.828,31.9226,25.79,68.5158,0.926,10.833190370621637,53.0,13.0,5,Round of 32
Ohio St.,B10,8,115.036,97.944,0.864235,58.215,42.717,16.5117,17.3197,29.221,26.565,33.7173,39.9296,54.696,44.94,42.45,26.312,68.615,-0.3077,10.879800410559021,54.0,13.0,6,Round of 64
Rutgers,B10,8,113.749,99.165,0.828246,51.1161,49.2138,13.823,18.6127,30.317,32.3266,41.945,32.3152,52.9135,48.3111,31.7232,33.7204,70.658,-0.911,10.774068924742526,52.0,13.0,6,Round of 64
VCU,A10,9,111.67,95.117,0.864234,53.397,41.66,19.1251,22.917,31.3142,30.4199,39.569,39.7293,57.543,39.74,32.9181,30.59,68.0192,-0.592,10.694185261709954,51.0,13.0,6,Round of 64
Dayton,A10,9,115.927,101.293,0.826347,56.632,50.1162,14.13,17.2205,31.0151,24.222,42.54,31.8142,58.133,52.3211,36.475,30.9105,66.1286,0.4147,11.053787029175908,58.0,14.0,5,Round of 32
Nevada,MWC,8,113.451,97.64,0.849744,57.819,45.647,17.4161,17.717,30.4166,29.4161,45.223,38.0258,54.696,44.94,42.83,31.1106,64.5341,0.2453,10.98614032476631,56.0,14.0,5,Round of 32
Washington St.,WCC,9,110.285,99.061,0.774572,55.352,47.891,20.3303,17.3197,34.175,29.9182,32.1221,32.6159,57.543,49.2138,35.2102,30.384,71.339,0.2054,11.021718249834008,57.0,14.0,5,Round of 32
Wichita St.,Amer,8,107.5131,99.571,0.708095,48.4237,45.851,13.413,15.3287,24.6313,30.0187,39.865,26.251,50.9186,48.2106,28.7306,28.233,70.753,0.929,10.899371810502316,55.0,14.0,5,Round of 32
North Texas   (A) 118 High Point,Amer,8,106.6145,94.711,0.796366,46.7284,49.1133,17.0141,24.83,31.3142,25.339,32.2216,43.9331,43.6331,51.7191,34.1134,30.696,63.7357,-0.1369,11.078337817389755,60.0,15.0,6,Round of 64
Washington,B10,8,107.6128,98.655,0.733986,46.1299,45.339,17.3156,17.9158,34.272,29.7177,44.526,32.4156,47.1277,45.858,29.1296,29.46,68.9138,0.2651,11.1077030602512,61.0,15.0,5,Round of 32
Wake Forest,ACC,10,105.3174,96.126,0.740183,47.0276,45.339,18.522,22.328,28.4222,31.9255,32.0222,27.776,53.6113,45.551,25.835,30.175,67.0245,-0.0766,11.156568811283565,62.0,15.0,5,Round of 32
UCF,B12,8,109.499,99.977,0.738484,48.7228,49.2138,16.3107,18.6127,33.694,31.3237,40.456,27.469,48.623,48.8123,32.6193,33.219,70.662,-0.1067,11.054268988199432,59.0,15.0,5,Round of 32
San Francisco,WCC,9,111.177,97.136,0.825149,56.729,45.339,19.1251,22.035,32.2122,28.3121,35.7121,24.326,58.726,45.346,35.888,30.384,67.2233,-0.2073,11.446861214573204,67.0,16.0,6,Round of 64
Boise St.,MWC,8,114.54,100.078,0.826048,53.397,47.684,14.943,16.0252,32.6117,25.44,42.936,26.455,55.772,49.2138,32.6193,29.97,68.0188,-0.4386,11.250496322319117,63.0,16.0,5,Round of 32
BYU,B12,8,116.921,99.673,0.863137,55.154,50.6177,15.046,19.593,38.815,18.61,29.4273,33.1173,57.937,46.061,34.7118,37.9333,68.6148,-0.368,11.269068635762423,64.0,16.0,5,Round of 32
Bradley,MVC,9,113.254,101.8101,0.772773,61.21,46.662,18.6228,16.4236,28.2227,28.7133,33.7173,32.8164,55.479,49.3141,46.41,27.928,66.1287,0.4646,11.662986594078383,68.0,16.0,5,Round of 32
Virginia,ACC,8,107.7126,98.554,0.736485,53.21,48.099,19.9286,15.6271,25.0302,28.8141,26.1318,20.65,49.6213,45.449,38.729,34.2224,61.7363,-0.187,11.431925187027005,66.0,16.0,5,Round of 32
Northwestern   (H) 10 Illinois,B10,9,110.582,97.035,0.816453,49.919,48.7117,15.357,20.471,33.1106,26.255,37.099,32.8164,49.921,49.7152,33.316,31.3114,64.933,-0.798,11.363957659488392,65.0,16.0,6,Round of 64
