TEAM,CONF,G,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB
Morgan St.   (H) 0 Central Penn,MEAC,9,97.7314,112.5341,.1650336,48.5230,52.5244,19.9280,17.8164,33.2103,30.6207,29.6264,47.5348,50.9184,52.8229,26.4342,34.7242,71.335,-5.4357
Jackson St.,SWAC,7,95.7345,110.2297,.1642337,40.4357,61.7364,21.8332,14.6305,27.0263,27.389,30.0258,22.614,39.9355,58.0329,27.5325,43.7362,70.273,-2.9273
The Citadel,SC,7,95.3349,109.9288,.1617338,47.7251,47.590,20.5300,15.0290,32.7118,26.464,24.4330,41.9312,55.482,52.2211,25.9348,23.82,67.0254,-2.5245
Fairleigh Dickinson   (A) 261 Fairfield,NEC,8,99.8277,115.1359,.1613339,49.5197,56.9342,18.3207,14.6305,28.2222,37.7345,27.7292,32.6161,47.8252,59.7344,34.8113,34.9247,71.433,-2.7260
Lindenwood,OVC,7,97.1324,112.3340,.1576340,43.4340,56.1328,18.1200,20.768,29.7185,34.4314,27.6295,34.2190,47.8252,56.5315,23.9359,37.1313,68.5165,-3.5314
New Orleans,Slnd,7,96.7332,111.9335,.1570341,44.9319,52.7249,19.3254,19.3106,30.4171,37.6343,34.4154,31.5140,43.0332,54.3266,32.2203,33.8209,70.560,-3.1286
Binghamton   (A) 262 Lafayette,AE,9,96.6336,112.0337,.1546342,51.4152,50.0168,21.9335,12.6350,22.8337,33.7297,29.9260,35.3210,49.5208,50.8178,36.176,32.6160,65.2323,-4.1332
Central Arkansas,ASun,7,95.8343,111.1316,.1531343,45.7301,54.0289,18.3207,16.4237,24.7305,34.3312,29.9260,26.655,48.4236,54.7280,28.6300,35.7271,67.9201,-3.1293
Houston Christian,Slnd,8,97.9309,113.7351,.1522344,44.7320,57.8353,15.051,17.1209,25.6289,29.5170,25.8320,32.0151,48.2242,60.9351,26.7339,34.5232,67.1251,-4.2335
Northern Illinois,MAC,8,94.3354,109.7284,.1505345,43.4340,52.5244,17.7176,17.1209,18.2361,29.6176,34.8152,45.0335,40.9350,49.8149,30.9252,38.3333,69.698,-4.5345
Buffalo   (A) 49 Penn St.,MAC,7,96.9328,113.6349,.1379346,52.0133,50.9193,17.0137,14.5312,21.4349,32.4264,37.695,23.721,54.5104,46.881,32.2203,38.8340,70.754,-1.8181
Stetson,ASun,7,97.4322,114.2354,.1378347,51.1160,52.9257,21.0315,12.8346,26.5271,35.6326,33.7179,24.326,51.0182,49.8149,34.1139,39.1343,68.4172,-4.8347
Texas A&M Commerce,Slnd,8,93.4358,109.7285,.1356348,47.8247,55.3314,24.7360,18.0155,28.0227,34.1300,26.8305,34.7200,52.3150,56.0305,28.4304,36.2291,68.6158,-3.8325
West Georgia,ASun,9,93.4357,109.9289,.1336349,44.2328,56.6336,18.8235,17.8164,27.8233,31.7247,24.3332,32.4159,45.2307,58.7337,27.7320,36.1289,67.6220,-6.4363
Alcorn St.   (A) 30 Maryland (lost),SWAC,9,96.9327,114.1353,.1322350,37.6363,58.4354,22.0337,16.4237,33.597,38.4352,23.9338,36.5230,35.3363,58.4335,28.6300,38.9342,64.6349,-5.3356
IU Indy,Horz,9,97.5320,115.2360,.1283351,45.5305,56.6336,17.3158,15.8260,27.2253,30.8214,36.8110,41.6308,43.0332,58.0329,32.0215,36.4297,67.3237,-3.4308
NJIT   (A) 163 Massachusetts (lost),AE,9,95.3348,112.8344,.1265352,45.3309,51.2196,20.6305,14.0330,29.0205,34.2306,27.7292,44.4334,43.5328,53.0236,32.0215,31.8136,64.9333,-6.4364
Canisius,MAAC,8,98.1307,116.0362,.1264353,48.0241,57.5351,20.3295,14.3320,21.0351,37.5341,20.0359,33.9187,46.5286,61.5354,33.2171,34.4230,67.0257,-6.0360
New Hampshire   (A) 202 Fordham,AE,10,92.2361,109.4277,.1227354,45.5305,53.9286,20.6305,14.7300,25.1295,33.3283,30.1254,32.6161,42.5339,56.6316,33.3164,33.3188,68.2182,-6.1362
Alabama A&M,SWAC,9,94.2355,112.1338,.1187355,40.6355,56.2330,19.8276,22.824,32.2124,39.5358,37.499,47.9351,41.8346,52.1208,25.6352,41.1357,70.755,-4.0330
Mercyhurst   (A) 57 San Francisco,NEC,9,94.9351,113.2347,.1158356,45.6304,57.7352,16.8129,22.726,24.6309,37.8346,32.2210,36.6232,45.1309,54.4270,30.9252,42.0359,65.1328,-2.8262
Chicago St.,NEC,9,92.9359,111.3323,.1117357,39.9359,54.1290,19.6270,17.4192,24.0321,38.1350,26.7306,40.0287,37.5362,54.3266,29.1294,35.9281,69.697,-6.0361
Prairie View A&M,SWAC,7,97.7313,117.5364,.1074358,45.9297,60.4361,14.033,17.6183,25.9279,44.4364,35.4137,42.2315,46.4288,62.4357,30.0269,37.6323,73.08,-4.3337
Florida A&M,SWAC,6,92.7360,111.8333,.1038359,44.0333,57.2346,23.2354,10.7362,25.0297,37.4338,34.1163,33.0168,43.2330,59.7344,30.0269,35.9281,69.1128,-1.7174
Maryland Eastern Shore,MEAC,11,94.4353,114.4356,.0986360,41.3353,56.9342,18.1200,12.0358,21.8344,37.4338,31.0231,33.4177,40.5352,63.7361,28.4304,32.8167,67.9203,-5.4358
Arkansas Pine Bluff   (A) 50 Kansas St.,SWAC,8,95.4347,117.4363,.0848361,49.5197,59.2357,22.8352,13.2341,23.6327,43.8363,25.6321,37.8255,51.4173,67.3363,31.0245,33.2187,71.725,-4.0329
VMI,SC,9,91.8362,113.6348,.0796362,46.6283,55.5318,18.4212,16.8223,27.8233,31.2236,33.3187,26.554,48.2242,61.7356,29.7280,32.9173,68.8143,-3.4309
Coppin St.,MEAC,8,89.5363,111.8334,.0714363,38.4361,59.7360,20.6305,17.2205,26.5271,30.7213,28.4286,36.9242,39.5357,63.0359,23.9359,37.3318,68.8144,-4.5344
Mississippi Valley St.,SWAC,8,89.4364,114.8357,.0531364,37.8362,59.2357,26.8362,13.1343,22.4341,43.6362,24.1335,45.8342,38.3361,63.6360,24.1358,35.6266,64.9332,-2.5247
